model,line_name,planning_year,case,unit,value
USENSYS,BASN_to_CANO,2027,20-week-foresight,MW,0
USENSYS,BASN_to_CANO,2030,20-week-foresight,MW,0
USENSYS,BASN_to_CANO,2035,20-week-foresight,MW,0
USENSYS,BASN_to_CANO,2040,20-week-foresight,MW,0
USENSYS,BASN_to_CANO,2045,20-week-foresight,MW,0
USENSYS,BASN_to_CANO,2050,20-week-foresight,MW,0
USENSYS,BASN_to_CASO,2027,20-week-foresight,MW,0
USENSYS,BASN_to_CASO,2030,20-week-foresight,MW,0
USENSYS,BASN_to_CASO,2035,20-week-foresight,MW,0
USENSYS,BASN_to_CASO,2040,20-week-foresight,MW,0
USENSYS,BASN_to_CASO,2045,20-week-foresight,MW,0
USENSYS,BASN_to_CASO,2050,20-week-foresight,MW,0
USENSYS,BASN_to_NWPP,2027,20-week-foresight,MW,0
USENSYS,BASN_to_NWPP,2030,20-week-foresight,MW,0
USENSYS,BASN_to_NWPP,2035,20-week-foresight,MW,0
USENSYS,BASN_to_NWPP,2040,20-week-foresight,MW,0
USENSYS,BASN_to_NWPP,2045,20-week-foresight,MW,0
USENSYS,BASN_to_NWPP,2050,20-week-foresight,MW,0
USENSYS,BASN_to_RMRG,2027,20-week-foresight,MW,0
USENSYS,BASN_to_RMRG,2030,20-week-foresight,MW,0
USENSYS,BASN_to_RMRG,2035,20-week-foresight,MW,0
USENSYS,BASN_to_RMRG,2040,20-week-foresight,MW,0
USENSYS,BASN_to_RMRG,2045,20-week-foresight,MW,0
USENSYS,BASN_to_RMRG,2050,20-week-foresight,MW,425
USENSYS,BASN_to_SRSG,2027,20-week-foresight,MW,0
USENSYS,BASN_to_SRSG,2030,20-week-foresight,MW,0
USENSYS,BASN_to_SRSG,2035,20-week-foresight,MW,0
USENSYS,BASN_to_SRSG,2040,20-week-foresight,MW,0
USENSYS,BASN_to_SRSG,2045,20-week-foresight,MW,0
USENSYS,BASN_to_SRSG,2050,20-week-foresight,MW,0
USENSYS,CANO_to_CASO,2027,20-week-foresight,MW,0
USENSYS,CANO_to_CASO,2030,20-week-foresight,MW,0
USENSYS,CANO_to_CASO,2035,20-week-foresight,MW,0
USENSYS,CANO_to_CASO,2040,20-week-foresight,MW,0
USENSYS,CANO_to_CASO,2045,20-week-foresight,MW,0
USENSYS,CANO_to_CASO,2050,20-week-foresight,MW,0
USENSYS,CANO_to_NWPP,2027,20-week-foresight,MW,0
USENSYS,CANO_to_NWPP,2030,20-week-foresight,MW,0
USENSYS,CANO_to_NWPP,2035,20-week-foresight,MW,0
USENSYS,CANO_to_NWPP,2040,20-week-foresight,MW,0
USENSYS,CANO_to_NWPP,2045,20-week-foresight,MW,0
USENSYS,CANO_to_NWPP,2050,20-week-foresight,MW,845
USENSYS,CASO_to_NWPP,2027,20-week-foresight,MW,0
USENSYS,CASO_to_NWPP,2030,20-week-foresight,MW,0
USENSYS,CASO_to_NWPP,2035,20-week-foresight,MW,0
USENSYS,CASO_to_NWPP,2040,20-week-foresight,MW,0
USENSYS,CASO_to_NWPP,2045,20-week-foresight,MW,0
USENSYS,CASO_to_NWPP,2050,20-week-foresight,MW,0
USENSYS,CASO_to_SRSG,2027,20-week-foresight,MW,0
USENSYS,CASO_to_SRSG,2030,20-week-foresight,MW,4120
USENSYS,CASO_to_SRSG,2035,20-week-foresight,MW,2025
USENSYS,CASO_to_SRSG,2040,20-week-foresight,MW,1330
USENSYS,CASO_to_SRSG,2045,20-week-foresight,MW,1265
USENSYS,CASO_to_SRSG,2050,20-week-foresight,MW,0
USENSYS,FRCC_to_SRSE,2027,20-week-foresight,MW,0
USENSYS,FRCC_to_SRSE,2030,20-week-foresight,MW,0
USENSYS,FRCC_to_SRSE,2035,20-week-foresight,MW,0
USENSYS,FRCC_to_SRSE,2040,20-week-foresight,MW,0
USENSYS,FRCC_to_SRSE,2045,20-week-foresight,MW,0
USENSYS,FRCC_to_SRSE,2050,20-week-foresight,MW,0
USENSYS,ISNE_to_NYCW,2027,20-week-foresight,MW,0
USENSYS,ISNE_to_NYCW,2030,20-week-foresight,MW,5
USENSYS,ISNE_to_NYCW,2035,20-week-foresight,MW,860
USENSYS,ISNE_to_NYCW,2040,20-week-foresight,MW,0
USENSYS,ISNE_to_NYCW,2045,20-week-foresight,MW,0
USENSYS,ISNE_to_NYCW,2050,20-week-foresight,MW,0
USENSYS,ISNE_to_NYUP,2027,20-week-foresight,MW,0
USENSYS,ISNE_to_NYUP,2030,20-week-foresight,MW,5775
USENSYS,ISNE_to_NYUP,2035,20-week-foresight,MW,4945
USENSYS,ISNE_to_NYUP,2040,20-week-foresight,MW,0
USENSYS,ISNE_to_NYUP,2045,20-week-foresight,MW,0
USENSYS,ISNE_to_NYUP,2050,20-week-foresight,MW,0
USENSYS,MISC_to_MISE,2030,20-week-foresight,MW,3675
USENSYS,MISC_to_MISE,2035,20-week-foresight,MW,0
USENSYS,MISC_to_MISE,2040,20-week-foresight,MW,0
USENSYS,MISC_to_MISE,2045,20-week-foresight,MW,0
USENSYS,MISC_to_MISE,2050,20-week-foresight,MW,0
USENSYS,MISC_to_MISS,2027,20-week-foresight,MW,0
USENSYS,MISC_to_MISS,2030,20-week-foresight,MW,0
USENSYS,MISC_to_MISS,2035,20-week-foresight,MW,0
USENSYS,MISC_to_MISS,2040,20-week-foresight,MW,0
USENSYS,MISC_to_MISS,2045,20-week-foresight,MW,0
USENSYS,MISC_to_MISS,2050,20-week-foresight,MW,0
USENSYS,MISC_to_MISW,2027,20-week-foresight,MW,0
USENSYS,MISC_to_MISW,2030,20-week-foresight,MW,0
USENSYS,MISC_to_MISW,2035,20-week-foresight,MW,0
USENSYS,MISC_to_MISW,2040,20-week-foresight,MW,0
USENSYS,MISC_to_MISW,2045,20-week-foresight,MW,0
USENSYS,MISC_to_MISW,2050,20-week-foresight,MW,0
USENSYS,MISC_to_PJMC,2027,20-week-foresight,MW,0
USENSYS,MISC_to_PJMC,2030,20-week-foresight,MW,0
USENSYS,MISC_to_PJMC,2035,20-week-foresight,MW,0
USENSYS,MISC_to_PJMC,2040,20-week-foresight,MW,0
USENSYS,MISC_to_PJMC,2045,20-week-foresight,MW,0
USENSYS,MISC_to_PJMC,2050,20-week-foresight,MW,0
USENSYS,MISC_to_PJMW,2027,20-week-foresight,MW,0
USENSYS,MISC_to_PJMW,2030,20-week-foresight,MW,3615
USENSYS,MISC_to_PJMW,2035,20-week-foresight,MW,3585
USENSYS,MISC_to_PJMW,2040,20-week-foresight,MW,1145
USENSYS,MISC_to_PJMW,2045,20-week-foresight,MW,1160
USENSYS,MISC_to_PJMW,2050,20-week-foresight,MW,0
USENSYS,MISC_to_SPPC,2027,20-week-foresight,MW,0
USENSYS,MISC_to_SPPC,2030,20-week-foresight,MW,6525
USENSYS,MISC_to_SPPC,2035,20-week-foresight,MW,15
USENSYS,MISC_to_SPPC,2040,20-week-foresight,MW,955
USENSYS,MISC_to_SPPC,2045,20-week-foresight,MW,4170
USENSYS,MISC_to_SPPC,2050,20-week-foresight,MW,995
USENSYS,MISC_to_SPPN,2030,20-week-foresight,MW,1155
USENSYS,MISC_to_SPPN,2035,20-week-foresight,MW,0
USENSYS,MISC_to_SPPN,2040,20-week-foresight,MW,0
