line_name,planning_year,case,start_region,dest_region,value
BASN_to_CANO,2027,full-base-200,BASN,CANO,0.0
MISS_to_SPPC,2045,full-base-200,MISS,SPPC,143.0
SPPS_to_TREW,2027,full-base-200,SPPS,TREW,1507.3333333333333
RMRG_to_SRSG,2040,full-base-200,RMRG,SRSG,74.0
MISS_to_SPPC,2035,full-base-200,MISS,SPPC,459.25
MISS_to_SPPC,2030,full-base-200,MISS,SPPC,3216.75
MISS_to_SPPC,2027,full-base-200,MISS,SPPC,2.5
SPPS_to_TREW,2030,full-base-200,SPPS,TREW,4474.333333333333
MISE_to_PJMW,2050,full-base-200,MISE,PJMW,0.0
MISE_to_PJMW,2045,full-base-200,MISE,PJMW,0.0
MISE_to_PJMW,2040,full-base-200,MISE,PJMW,0.5
MISE_to_PJMW,2035,full-base-200,MISE,PJMW,0.0
SPPS_to_TREW,2035,full-base-200,SPPS,TREW,913.3333333333334
MISE_to_PJMW,2030,full-base-200,MISE,PJMW,0.0
MISS_to_SPPC,2050,full-base-200,MISS,SPPC,21.0
MISE_to_PJMW,2027,full-base-200,MISE,PJMW,0.0
MISE_to_MISW,2045,full-base-200,MISE,MISW,58.5
SPPS_to_TREW,2040,full-base-200,SPPS,TREW,0.0
MISE_to_MISW,2040,full-base-200,MISE,MISW,13.666666666666666
MISE_to_MISW,2035,full-base-200,MISE,MISW,21.333333333333332
MISE_to_MISW,2030,full-base-200,MISE,MISW,1008.25
MISE_to_MISW,2027,full-base-200,MISE,MISW,1.0
SPPS_to_TREW,2045,full-base-200,SPPS,TREW,113.5
MISC_to_SRCE,2050,full-base-200,MISC,SRCE,0.0
MISC_to_SRCE,2045,full-base-200,MISC,SRCE,0.0
MISC_to_SRCE,2040,full-base-200,MISC,SRCE,0.0
MISC_to_SRCE,2035,full-base-200,MISC,SRCE,3.6666666666666665
SPPS_to_TREW,2050,full-base-200,SPPS,TREW,0.0
MISC_to_SRCE,2030,full-base-200,MISC,SRCE,2.5
MISE_to_MISW,2050,full-base-200,MISE,MISW,0.0
MISC_to_SRCE,2027,full-base-200,MISC,SRCE,0.0
MISS_to_SPPS,2027,full-base-200,MISS,SPPS,20.666666666666668
SPPS_to_TRE,2050,full-base-200,SPPS,TRE,19.666666666666668
MISW_to_PJMC,2027,full-base-200,MISW,PJMC,0.0
MISW_to_NWPP,2050,full-base-200,MISW,NWPP,0.0
MISW_to_NWPP,2045,full-base-200,MISW,NWPP,4.333333333333333
SPPS_to_TRE,2027,full-base-200,SPPS,TRE,4.0
MISW_to_NWPP,2040,full-base-200,MISW,NWPP,0.0
MISW_to_NWPP,2035,full-base-200,MISW,NWPP,5.333333333333333
MISW_to_NWPP,2030,full-base-200,MISW,NWPP,1.5
MISW_to_NWPP,2027,full-base-200,MISW,NWPP,0.0
SPPS_to_TRE,2030,full-base-200,SPPS,TRE,7282.5
MISS_to_SRSE,2050,full-base-200,MISS,SRSE,1145.0
MISS_to_SRSE,2045,full-base-200,MISS,SRSE,77.66666666666667
MISS_to_SRSE,2040,full-base-200,MISS,SRSE,328.0
MISS_to_SRSE,2035,full-base-200,MISS,SRSE,164.66666666666666
MISS_to_SPPS,2030,full-base-200,MISS,SPPS,16544.75
SPPS_to_TRE,2035,full-base-200,SPPS,TRE,101.33333333333333
MISS_to_SRSE,2027,full-base-200,MISS,SRSE,0.0
MISS_to_SRCE,2050,full-base-200,MISS,SRCE,0.0
MISS_to_SRCE,2045,full-base-200,MISS,SRCE,0.0
SPPS_to_TRE,2040,full-base-200,SPPS,TRE,55.0
MISS_to_SRCE,2040,full-base-200,MISS,SRCE,0.0
MISS_to_SRCE,2035,full-base-200,MISS,SRCE,4.333333333333333
MISS_to_SRCE,2030,full-base-200,MISS,SRCE,0.5
MISS_to_SRCE,2027,full-base-200,MISS,SRCE,0.0
SPPS_to_TRE,2045,full-base-200,SPPS,TRE,379.0
MISS_to_SPPS,2050,full-base-200,MISS,SPPS,26.666666666666668
MISS_to_SPPS,2045,full-base-200,MISS,SPPS,1402.6666666666667
MISS_to_SPPS,2040,full-base-200,MISS,SPPS,1212.3333333333333
MISS_to_SPPS,2035,full-base-200,MISS,SPPS,3636.0
MISS_to_SRSE,2030,full-base-200,MISS,SRSE,7367.5
MISC_to_SPPS,2050,full-base-200,MISC,SPPS,1101.25
MISC_to_SPPS,2045,full-base-200,MISC,SPPS,1401.75
SRCA_to_SRCE,2027,full-base-200,SRCA,SRCE,0.0
MISC_to_PJMC,2027,full-base-200,MISC,PJMC,0.0
SRCA_to_SRSE,2030,full-base-200,SRCA,SRSE,0.5
MISC_to_MISW,2050,full-base-200,MISC,MISW,0.0
MISC_to_MISW,2045,full-base-200,MISC,MISW,0.0
MISC_to_MISW,2040,full-base-200,MISC,MISW,0.0
MISC_to_MISW,2035,full-base-200,MISC,MISW,0.0
SRCA_to_SRSE,2035,full-base-200,SRCA,SRSE,4.666666666666667
MISC_to_MISW,2030,full-base-200,MISC,MISW,0.0
MISC_to_MISW,2027,full-base-200,MISC,MISW,0.0
MISC_to_MISS,2050,full-base-200,MISC,MISS,0.0
MISC_to_MISS,2045,full-base-200,MISC,MISS,0.0
SRCA_to_SRSE,2040,full-base-200,SRCA,SRSE,0.0
MISC_to_MISS,2040,full-base-200,MISC,MISS,0.0
MISC_to_PJMC,2030,full-base-200,MISC,PJMC,1.0
MISC_to_MISS,2035,full-base-200,MISC,MISS,3.6666666666666665
MISC_to_MISS,2027,full-base-200,MISC,MISS,0.0
SRCA_to_SRSE,2045,full-base-200,SRCA,SRSE,0.0
MISC_to_MISE,2050,full-base-200,MISC,MISE,258.6666666666667
MISC_to_MISE,2045,full-base-200,MISC,MISE,31.0
MISC_to_MISE,2040,full-base-200,MISC,MISE,208.5
MISC_to_MISE,2035,full-base-200,MISC,MISE,116.25
SRCA_to_SRSE,2050,full-base-200,SRCA,SRSE,4.666666666666667
MISC_to_MISE,2030,full-base-200,MISC,MISE,1758.75
MISC_to_MISE,2027,full-base-200,MISC,MISE,1.0
ISNE_to_NYUP,2050,full-base-200,ISNE,NYUP,1.5
ISNE_to_NYUP,2045,full-base-200,ISNE,NYUP,72.33333333333333
SRCE_to_SRSE,2027,full-base-200,SRCE,SRSE,0.0
ISNE_to_NYUP,2040,full-base-200,ISNE,NYUP,698.0
MISC_to_MISS,2030,full-base-200,MISC,MISS,0.5
MISC_to_PJMC,2035,full-base-200,MISC,PJMC,8.333333333333334
