model,zone,tech_type,planning_year,existing,unit,start_value,end_value,retired_value,new_build_value
USENSYS,BASN,Battery,2027,True,MW,935.8,936,0.0,0.2
USENSYS,BASN,Battery,2027,True,MWh,2195.6,2196,0.0,0.4
USENSYS,BASN,Battery,2030,True,MW,936.0,936,0.0,0.0
USENSYS,BASN,Battery,2030,True,MWh,2196.0,2196,0.0,0.0
USENSYS,BASN,Battery,2035,False,MW,0.0,1,0.0,0.0
USENSYS,BASN,Battery,2035,False,MWh,0.0,1,0.0,0.0
USENSYS,BASN,Battery,2035,True,MW,936.0,935,1.0,0.0
USENSYS,BASN,Battery,2035,True,MWh,2196.0,2195,1.0,0.0
USENSYS,BASN,Battery,2040,False,MW,1.0,5804,0.0,5803.0
USENSYS,BASN,Battery,2040,False,MWh,1.0,18783,0.0,18782.0
USENSYS,BASN,Battery,2045,False,MW,5804.0,7198,0.0,1394.0
USENSYS,BASN,Battery,2045,False,MWh,18783.0,18783,0.0,0.0
USENSYS,BASN,Battery,2050,False,MW,7198.0,7883,0.0,685.0
USENSYS,BASN,Battery,2050,False,MWh,18783.0,18782,1.0,0.0
USENSYS,BASN,Coal,2027,True,MW,3000.2,3000,0.2,0.0
USENSYS,BASN,Coal,2030,True,MW,3000.0,3000,0.0,0.0
USENSYS,BASN,Coal,2035,True,MW,3000.0,3000,0.0,0.0
USENSYS,BASN,Coal,2040,True,MW,3000.0,2091,909.0,0.0
USENSYS,BASN,Coal,2045,True,MW,2091.0,1199,892.0,0.0
USENSYS,BASN,Coal,2050,True,MW,728.0,728,0.0,0.0
USENSYS,BASN,Distributed Solar,2027,True,MW,1193.0,1193,0.0,0.0
USENSYS,BASN,Distributed Solar,2030,True,MW,1193.0,1641,0.0,448.0
USENSYS,BASN,Distributed Solar,2035,True,MW,1641.0,2007,0.0,366.0
USENSYS,BASN,Distributed Solar,2040,True,MW,2007.0,2009,0.0,2.0
USENSYS,BASN,Distributed Solar,2045,True,MW,2009.0,2027,0.0,18.0
USENSYS,BASN,Distributed Solar,2050,True,MW,2027.0,2056,0.0,29.0
USENSYS,BASN,Geothermal,2027,True,MW,462.4,462,0.4,0.0
USENSYS,BASN,Geothermal,2030,True,MW,462.0,433,29.0,0.0
USENSYS,BASN,Geothermal,2035,True,MW,433.0,414,19.0,0.0
USENSYS,BASN,Geothermal,2040,True,MW,414.0,287,127.0,0.0
USENSYS,BASN,Geothermal,2045,True,MW,287.0,152,135.0,0.0
USENSYS,BASN,Geothermal,2050,True,MW,152.0,56,96.0,0.0
USENSYS,BASN,Hydro,2027,True,MW,2662.7,2663,0.1,0.4
USENSYS,BASN,Hydro,2030,True,MW,2663.0,2663,0.0,0.0
USENSYS,BASN,Hydro,2035,True,MW,2663.0,2653,10.0,0.0
USENSYS,BASN,Hydro,2040,True,MW,2653.0,1860,793.0,0.0
USENSYS,BASN,Hydro,2045,True,MW,1860.0,1731,129.0,0.0
USENSYS,BASN,Hydro,2050,True,MW,1731.0,1561,170.0,0.0
