period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,120858.8086661633,SWITCH,BASN,BASN_batteries_1,Battery,base_52_week_tx_50,all,MWh,2027
2027,1.6341189364296594e-06,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_52_week_tx_50,all,MWh,2027
2027,70013.58792043063,SWITCH,BASN,BASN_biomass_1,Other,base_52_week_tx_50,all,MWh,2027
2027,177828.86399956615,SWITCH,BASN,BASN_biomass_2,Other,base_52_week_tx_50,all,MWh,2027
2027,8470613.47443441,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_52_week_tx_50,all,MWh,2027
2027,2361046.0622473746,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_52_week_tx_50,all,MWh,2027
2027,11559272.131179905,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_52_week_tx_50,all,MWh,2027
2027,2824048.030856026,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_52_week_tx_50,all,MWh,2027
2027,4035030.5518062753,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_52_week_tx_50,all,MWh,2027
2027,5.654678549437005e-08,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_52_week_tx_50,all,MWh,2027
2027,1.0114801590801311e-07,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_52_week_tx_50,all,MWh,2027
2027,29833588.186208382,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,7.089952324366846e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,6.957395831952549e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,9545899.26037588,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,1.946640831618514e-06,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,2.0669953374351477e-06,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,1.217594989906068e-06,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,1.2330929619019057e-06,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,1.0151047314500523e-06,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,9.487842368820927e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,7.975702830466699e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,8.145710498682685e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,666650.6806172814,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_52_week_tx_50,all,MWh,2027
2027,30913721.9766472,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_52_week_tx_50,all,MWh,2027
2027,4.3445668173303535e-07,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_52_week_tx_50,all,MWh,2027
2027,6.107210338189282e-07,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_52_week_tx_50,all,MWh,2027
2027,9.830786236606004e-07,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_52_week_tx_50,all,MWh,2027
2027,3.453718682404475e-07,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,base_52_week_tx_50,all,MWh,2027
2027,3.4172224140879477e-07,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,base_52_week_tx_50,all,MWh,2027
2027,1.9107056544241464e-06,SWITCH,BASN,BASN_naturalgas_hframe_cc_moderate_0,Natural Gas,base_52_week_tx_50,all,MWh,2027
2027,1.633146678849497e-07,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,base_52_week_tx_50,all,MWh,2027
2027,3989825.957371237,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,5.486517595706368e-08,SWITCH,BASN,BASN_petroleum_liquids_1,Other,base_52_week_tx_50,all,MWh,2027
2027,1510740.9407999876,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,base_52_week_tx_50,all,MWh,2027
2027,19971550.314737886,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,base_52_week_tx_50,all,MWh,2027
2027,2.5001608773424225e-06,SWITCH,BASN,BASN_utilitypv_class1_moderate_0_anyQual_0,Solar,base_52_week_tx_50,all,MWh,2027
2027,1.9096995501260605e-06,SWITCH,BASN,BASN_utilitypv_class1_moderate_1_anyQual_1,Solar,base_52_week_tx_50,all,MWh,2027
2027,1.2337758649071378e-06,SWITCH,BASN,BASN_utilitypv_class1_moderate_2_anyQual_0,Solar,base_52_week_tx_50,all,MWh,2027
2027,1.1937989991150213e-06,SWITCH,BASN,BASN_utilitypv_class1_moderate_3_anyQual_1,Solar,base_52_week_tx_50,all,MWh,2027
2027,1.1589632210312972e-06,SWITCH,BASN,BASN_utilitypv_class1_moderate_4_anyQual_0,Solar,base_52_week_tx_50,all,MWh,2027
2027,9.773066061732292e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_5_anyQual_1,Solar,base_52_week_tx_50,all,MWh,2027
2027,1.1200459244910119e-06,SWITCH,BASN,BASN_utilitypv_class1_moderate_6_anyQual_0,Solar,base_52_week_tx_50,all,MWh,2027
2027,8.554089467452304e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_7_anyQual_1,Solar,base_52_week_tx_50,all,MWh,2027
2027,9.679335209332028e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_8_anyQual_0,Solar,base_52_week_tx_50,all,MWh,2027
2027,8.675344446274897e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_9_anyQual_1,Solar,base_52_week_tx_50,all,MWh,2027
2027,213730.45412560788,SWITCH,CANO,CANO_batteries_1,Battery,base_52_week_tx_50,all,MWh,2027
2027,1.5520828652642183e-06,SWITCH,CANO,CANO_battery_moderate_0,Battery,base_52_week_tx_50,all,MWh,2027
2027,1360488.3774991734,SWITCH,CANO,CANO_biomass_1,Other,base_52_week_tx_50,all,MWh,2027
2027,623642.932499518,SWITCH,CANO,CANO_biomass_2,Other,base_52_week_tx_50,all,MWh,2027
2027,19061954.724559743,SWITCH,CANO,CANO_conventional_hydroelectric_1,Hydro,base_52_week_tx_50,all,MWh,2027
2027,10328399.527999938,SWITCH,CANO,CANO_distributed_generation_1,Distributed Solar,base_52_week_tx_50,all,MWh,2027
2027,25856.804558120646,SWITCH,CANO,CANO_hydroelectric_pumped_storage_1,Hydro,base_52_week_tx_50,all,MWh,2027
2027,5.711249783322884e-08,SWITCH,CANO,CANO_hydrogen_fframe_ct_moderate_0,Hydro,base_52_week_tx_50,all,MWh,2027
2027,1.0019483722489787e-07,SWITCH,CANO,CANO_hydrogen_hframe_cc_moderate_0,Hydro,base_52_week_tx_50,all,MWh,2027
2027,3.7946370609562164e-07,SWITCH,CANO,CANO_landbasedwind_class3_moderate_0_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,2.442833130899913e-07,SWITCH,CANO,CANO_landbasedwind_class3_moderate_10_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,1.7844744793215453e-07,SWITCH,CANO,CANO_landbasedwind_class3_moderate_11_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,5.969625171805e-07,SWITCH,CANO,CANO_landbasedwind_class3_moderate_1_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
2027,2.907290453093182e-07,SWITCH,CANO,CANO_landbasedwind_class3_moderate_2_anyQual_0,Wind,base_52_week_tx_50,all,MWh,2027
2027,2.3546216163833485e-07,SWITCH,CANO,CANO_landbasedwind_class3_moderate_3_anyQual_1,Wind,base_52_week_tx_50,all,MWh,2027
